id,level,hp,skill,speed,morale,breedCount,stage,priceLast,priceQuick,priceReasonable,pricePatient,similarAxies
50.5,1.0,42.22,31.04,41.51,42.67,0.98,3.92,0.0,25.819191999999966,30.3754899999999,45.563234999999935,1.92
150.5,1.0,45.2,32.4,43.08,43.32,1.08,4.0,0.0,8.509464999999999,10.011100000000011,15.016649999999993,18.96
250.5,1.0,45.31,32.28,42.58,43.83,1.47,4.0,0.0,21.42015999999998,25.217639999999943,37.82646000000005,9.34
350.5,1.0,43.59,32.4,43.64,44.37,1.42,4.0,0.0,7.9016779999999995,9.296060000000013,13.944090000000001,4.03
450.5,1.0,44.58,31.92,42.31,45.19,1.66,4.0,0.0,8.001553000000007,9.413560000000011,14.120339999999992,2.76
550.5,1.0,44.99,32.84,44.52,41.65,1.05,4.0,0.0,23.638107999999956,27.809509999999904,41.71426500000007,2.49
650.77,1.0,46.2,32.28,42.84,42.68,1.34,4.0,0.0,7.961145999999998,9.366020000000015,14.049030000000005,16.87
751.5,1.0,45.93,32.72,43.48,41.87,1.28,4.0,0.0,19.44944299999997,22.88165999999995,34.32249000000006,8.49
851.5,1.0,44.74,32.44,42.69,44.13,0.99,4.0,0.0,8.247070000000003,9.702400000000017,14.553599999999994,47.92
951.5,1.0,45.74,32.52,43.46,42.28,0.91,4.0,0.0,26.35510099999999,31.005969999999994,46.50895499999997,1.38
1051.5,1.0,46.13,32.44,42.73,42.7,1.15,4.0,0.0,20.538858999999974,24.16332999999994,36.24499500000007,4.25
1151.5,1.0,45.53,32.44,43.41,42.62,1.01,4.0,0.0,6.618270999999998,7.984670000000012,11.977004999999998,13.74
1251.5,1.0,44.07,32.32,43.21,44.4,1.08,4.0,0.0,5.648784999999999,6.66309000000001,9.994635000000002,3.2
1351.5,1.0,45.43,32.68,43.18,42.71,1.34,4.0,0.0,52.787432000000074,62.30133999999999,93.77599499999995,2.24
1451.5,1.0,45.16,32.28,42.99,43.57,1.92,4.0,0.0,5.440647000000002,6.418230000000009,9.627345000000005,1.32
1551.5,1.0,45.63,32.48,41.98,43.91,1.85,4.0,0.0,5.325184999999999,6.2823900000000075,9.721335,6.55
1651.5,1.0,46.07,32.48,43.06,42.39,1.88,4.0,0.0,4.623304999999998,5.439150000000009,8.908575000000003,9.85
1751.5,1.0,44.01,32.36,43.5,44.13,1.79,4.0,0.0,5.281600999999996,6.2136200000000095,9.320430000000005,3.82
1851.5,1.0,45.72,32.4,43.1,42.78,1.14,4.0,0.0,5.744191999999998,6.7578400000000105,10.189230000000002,4.36
1951.5,1.0,45.26,32.32,43.21,43.21,1.29,4.0,0.0,7.211910999999999,8.484570000000012,12.753089999999995,4.81
2051.5,1.0,44.26,32.72,43.9,43.12,1.37,4.0,0.0,6.404944999999999,7.552690000000013,12.078885000000003,1.65
2151.5,1.0,44.32,32.36,43.64,43.68,1.54,4.0,0.0,7.799346000000005,9.17567000000001,13.763504999999986,2.84
2251.5,1.0,46.05,32.6,43.34,42.01,0.93,4.0,0.0,8.675436,10.206370000000014,15.309554999999994,4.58
2351.5,1.0,45.03,32.6,44.44,41.93,1.81,4.0,0.0,18.490332999999993,21.770799999999987,32.68243500000001,33.79
2451.5,1.0,45.03,32.44,43.21,43.32,1.38,4.0,0.0,6.428748000000001,7.563210000000009,11.371049999999999,2.99
2551.5,1.0,45.86,32.52,43.35,42.27,1.56,4.0,0.0,20.766034999999984,24.430599999999966,36.67213500000003,8.63
2624.85,0.99,44.87,32.5,42.32,44.01,2.11,3.97,0.0,19.82628299999998,23.325009999999956,34.987515000000045,2.09
2751.5,1.0,44.64,32.24,42.82,44.3,1.95,4.0,0.0,20.339382999999977,23.92865999999995,35.91922500000004,12.87
2851.5,1.0,45.0,32.4,42.97,43.63,1.83,4.0,0.0,21.242476,24.99112000000001,37.48668,2.86
2951.5,1.0,44.17,32.36,43.44,44.03,1.06,4.0,0.0,6.331627000000005,7.44894000000001,11.471159999999992,1.96
3051.5,1.0,44.93,32.68,44.37,42.02,0.75,4.0,0.0,8.147469,9.585230000000013,14.404079999999992,3.4
3151.5,1.0,44.28,32.44,43.43,43.85,1.44,4.0,0.0,18.968807999999967,22.31620999999994,33.47431500000009,4.31
3251.5,1.0,45.54,32.44,42.91,43.11,1.29,4.0,0.0,20.83069099999997,24.506669999999954,36.76000500000007,9.01
3351.5,1.0,46.07,32.48,43.18,42.27,1.13,4.0,0.0,17.71483799999998,20.840959999999995,31.261440000000043,6.63
3451.5,1.0,45.42,32.52,43.36,42.7,1.24,4.0,0.0,2.2853810000000014,2.6886700000000006,4.330754999999997,1.15
3551.5,1.0,43.35,31.47,42.14,42.12,2.79,3.93,0.0,0.7641019999999998,0.8989399999999997,1.3484100000000003,1.2
3651.5,1.0,42.63,31.59,42.47,42.39,2.94,3.92,0.0,0.8758499999999999,1.030411,1.5456159999999999,4.73
3751.5,1.0,44.74,32.48,42.81,43.97,2.43,4.0,0.0,14.651427999999987,17.236964999999998,26.15319700000003,13.16
3851.5,1.0,45.36,32.05,41.75,43.2,3.03,3.98,0.0,0.175612,0.20660000000000003,0.3099,90.29
