id,level,hp,skill,speed,morale,breedCount,stage,priceLast,priceQuick,priceReasonable,pricePatient,similarAxies
500.827,100.0,97.3687638400417,98.33089668615985,99.2340170269709,97.18122919103752,31.538063179699638,99.8,0.0,100.0,100.0,100.0,24.678440952030957
1501.5,100.0,98.34787894576876,98.74512670565302,99.29400364534064,97.27796274633312,37.41584671154842,100.0,0.0,75.7901957774257,76.02586911207412,76.54827190123451,11.70366847532372
2498.835,99.9,97.52724588597978,98.90960038986353,100.0,97.25096733555296,40.23821853961678,99.925,0.0,86.65103957767745,86.66175778278092,87.07690931152146,16.05309237121425
3501.5,100.0,97.22982067647953,98.3034844054581,99.0332925731952,96.43435615945289,52.097358881408596,99.575,0.0,62.35624455938353,62.350385167102054,62.57433750554118,30.138999978382586
4501.5,100.0,97.73783161825367,98.62329434697857,99.0702074152689,95.26680464321066,63.723459347488344,99.52499999999999,0.0,2.029417560193252,2.0386719408712186,2.0386719408711893,10.402300092954885
5501.5,100.0,80.24836090486735,80.69566276803118,80.80889647693975,78.76585980383335,56.602796478508544,90.525,0.0,12.908568713373539,12.926389812891667,12.926390173097225,7.946561750145918
6501.5,100.0,99.47679214971126,98.75730994152048,98.94792700089978,94.96085665436878,88.4774728120145,99.8,0.0,1.2520956699874688,1.3592295328799677,1.359229532879948,6.398754836896604
7501.5,100.0,99.53975077070037,98.6750730994152,97.84048173868905,97.14298569243229,96.94458829621958,99.9,0.0,0.03895286976116881,0.040029844486753015,0.04003002458962467,4.842300957651485
8682.315,100.0,98.87325778298816,98.71771442495128,98.21655169231478,96.69756141455954,90.41947177628171,99.825,0.0,0.034919886672667086,0.03513572903652546,0.03513590913939719,7.92278259365745
11790.5,100.0,94.54213885632409,94.07894736842105,93.59758207784417,92.51327274363359,89.79803210771621,97.425,0.0,0.014411684523381808,0.014529979320768313,0.014531420143746015,25.169156272292962
12790.5,100.0,99.58317050931353,99.10453216374268,98.5072560736451,95.76172050751373,100.0,99.85000000000001,0.0,0.10924400155430188,0.10923311242455333,0.10923383283604071,99.99999999999999
13790.5,100.0,98.63879119447701,99.13803606237816,99.31938259926632,96.29263025285704,98.78301398239255,99.925,0.0,0.0011970534608525781,0.0011967835860293699,0.001440102566424485,25.082686612334896
14790.5,100.0,98.78858929269245,99.49134990253411,99.46473478993146,95.73472509673354,98.34282755049198,99.925,0.0,0.0,0.0,0.0,0.0
15790.5,100.0,100.0,98.7694931773879,98.32268186327666,96.49509583370826,93.42309684101502,99.875,0.0,0.0,0.0,0.0,0.0
16790.5,100.0,98.54978073032,99.40302144249513,99.00329926401034,96.86628273193557,90.23821853961678,99.97500000000001,0.0,0.0,0.0,0.0,0.0
17790.5,100.0,98.23281663844385,99.53703703703704,98.36421106060953,97.71888778907586,91.74003107198342,100.0,0.0,0.0,0.0,0.0,0.0
18790.5,100.0,98.3088011810169,99.6588693957115,98.60646471171813,97.31395662737336,92.05075090626617,100.0,0.0,0.0,0.0,0.0,0.0
19790.5,100.0,97.60105944162217,99.41520467836257,98.72874512608725,98.10807162782326,88.9694458829622,100.0,0.0,0.0,0.0,0.0,0.0
20790.437,100.0,97.80947418696539,98.91873781676412,98.35959670535033,98.24979753441914,86.45779388917659,99.825,0.0,0.0,0.0,0.0,0.0
21789.5,100.0,97.67487299726457,99.37865497076024,99.3955194610433,97.40844056510393,69.7566027964785,99.8,0.0,0.0,0.0,0.0,0.0
22789.5,100.0,98.8124701489297,99.69541910331384,98.3019172646102,97.0619994600918,78.40497151734853,100.0,0.0,0.0,0.0,0.0,0.0
23789.5,100.0,98.44340237071773,99.34515107212475,98.5026417183859,97.13848645730226,76.98083894355257,99.925,0.0,0.0,0.0,0.0,0.0
24789.5,100.0,98.28709131171031,99.208089668616,97.84278891631867,98.41401961666517,70.22268254790265,99.95,0.0,0.0,0.0,0.0,0.0
25789.5,100.0,96.29195432243498,100.0,97.73665874535679,100.0,71.43966856551009,99.95,0.0,0.0,0.0,0.0,0.0
26789.5,100.0,96.09439451174505,98.9278752436647,98.97330595482546,99.79078556645372,69.23873640600725,99.97500000000001,0.0,0.0,0.0,0.0,0.0
